"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","94","962","1","20.878387","0","192"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","33","33","1","11.065003","0","49"
"","0","1","0","1","0.000000","7","0"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","156","2","0.000000","0","156"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Leaf2Colour.M_Leaf2Colour","0","24","10","1","5.743476","0","103"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Leaf1Colour.M_Leaf1Colour","0","24","6","1","6.113587","0","84"
"/Game/ArtContent/Materials/M_ORM_Master.M_ORM_Master","0","48","4","1","14.426505","0","212"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Splat.M_Splat","0","24","10","1","6.212039","0","66"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","33","1","1","11.388696","0","129"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Bubble.M_Bubble","0","24","5","1","5.982529","0","63"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Blur.M_Blur","0","32","7","1","7.715600","0","108"
"/Game/Roles/Designer/Clayton/Colours/Green.Green","0","21","8","1","7.239338","0","60"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/Roles/Designer/Clayton/Colours/Yellow.Yellow","0","21","14","1","20.490339","46","182"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","30","1","0.000000","0","0"
"/Game/Roles/Designer/Clayton/Colours/Brown.Brown","0","57","6","1","16.560085","0","294"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Skull3.M_Skull3","0","24","10","1","5.934553","0","68"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Skull2.M_Skull2","0","24","4","1","6.052401","0","62"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Skull1.M_Skull1","0","24","8","1","6.051238","0","66"
"/Game/Roles/Designer/Clayton/Colours/Blue.Blue","0","21","9","1","7.299680","0","61"
"/Game/Roles/Designer/Owen/knightSword_Bloody_Mat.knightSword_Bloody_Mat","0","24","3","1","7.222922","0","84"
"/Game/Roles/Artist/Joel/lambert1.lambert1","0","24","7","1","7.089663","0","65"
"/Game/ArtContent/Materials/M_Coin.M_Coin","0","62","10","1","15.105077","0","343"
"/Game/ArtContent/Materials/Pots/M_PotSmall.M_PotSmall","0","32","1","1","9.086111","0","137"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Dust2.M_Dust2","0","24","5","1","6.054599","0","63"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Dust1.M_Dust1","0","24","9","1","6.058503","0","67"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Spark_Effect.M_Spark_Effect","0","24","3","1","6.093860","0","84"
"/Game/Roles/Designer/Owen/knightSword_Mat.knightSword_Mat","0","48","1","1","13.442970","0","200"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Puff.M_Puff","0","24","5","1","5.921454","0","63"
"/Game/Roles/Designer/Clayton/Colours/Purple.Purple","0","45","10","1","13.236073","0","251"
"/Engine/EngineMaterials/WorldGridMaterial_Low.WorldGridMaterial_Low","0","0","12","1","0.000000","0","0"
"/Game/Roles/Artist/Johan/Grass2/M_Grass.M_Grass","0","64","11","1","19.518162","0","294"
"/Game/Roles/Programmer/David_Programming/Shader/Custom_Draw_Depth.Custom_Draw_Depth","0","4","4","1","0.708324","0","4"
"/Game/Roles/Designer/Clayton/Colours/Grey.Grey","0","21","21","1","7.916427","0","21"
"/Game/Roles/Designer/Clayton/Colours/Black.Black","0","21","21","1","8.245798","0","21"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/ArtContent/Materials/Pots/M_Pot1Tall.M_Pot1Tall","0","32","34","1","8.608423","0","34"
"/Game/Roles/Designer/Mel/Static_Meshes/TX_Spikes_Dev.TX_Spikes_Dev","0","12","12","1","4.395605","0","12"
"/Game/Roles/Designer/Clayton/Colours/Red.Red","0","21","21","1","7.094341","0","34"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","21"
"/Game/Roles/Designer/Mel/Static_Meshes/TX_Turret_Statue_Dev.TX_Turret_Statue_Dev","0","12","12","1","3.871930","0","12"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/Roles/Programmer/Sakith_BuildMasterExtraordinaire/maps_for_sakith/colour.colour","0","21","21","1","7.888917","0","34"
"/Game/Roles/Programmer/Sakith_BuildMasterExtraordinaire/Puzzels/Buttom_Puzzel/Button_Colour.Button_Colour","0","24","24","1","8.438769","0","24"
"/Game/Roles/Programmer/Sakith_BuildMasterExtraordinaire/maps_for_sakith/transparentColour.transparentColour","0","40","40","1","15.288917","0","40"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","21","1","0.000000","0","21"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","48","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","60","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","0","33","1","0.000000","0","0"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_DropTear2.M_DropTear2","0","24","10","1","6.086527","0","64"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_DropCircle2.M_DropCircle2","0","24","10","1","6.084653","0","68"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Ring.M_Ring","0","24","4","1","6.035052","0","62"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Plus1.M_Plus1","0","24","8","1","6.065375","0","66"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Bolt.M_Bolt","0","24","2","1","6.005568","0","82"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Heart1.M_Heart1","0","24","6","1","5.973572","0","72"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Sparkle2.M_Sparkle2","0","24","10","1","6.005790","0","68"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Sparkle1.M_Sparkle1","0","24","4","1","5.975210","0","62"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Blur2.M_Blur2","0","32","6","1","7.526550","0","106"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Plus3.M_Plus3","0","24","10","1","6.042833","0","68"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Plus2.M_Plus2","0","24","4","1","6.012828","0","62"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Wiggle.M_Wiggle","0","24","8","1","6.004439","0","66"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Swirl.M_Swirl","0","24","10","1","7.064062","0","82"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Heart4.M_Heart4","0","24","4","1","6.115962","0","62"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Heart3.M_Heart3","0","24","7","1","6.640073","0","64"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Heart2.M_Heart2","0","24","24","1","6.912288","0","30"
"/Game/Roles/Artist/Johan/Water/M_Water.M_Water","0","42","5","1","43.447842","0","166"
"/Game/Roles/Artist/Johan/Water/M_WaterSprite.M_WaterSprite","0","40","2","1","16.039864","0","146"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","0","0","21","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/VertexPaint_2Tex_Color.VertexPaint_2Tex_Color","0","0","54","1","0.000000","0","0"
"/Game/Roles/Artist/Johan/Water/M_WaterSprite1.M_WaterSprite1","0","28","7","1","10.832216","0","86"
"/Game/ArtContent/Materials/M_Terrain.M_Terrain","0","368","143","9","90.354645","0","1414"
"/Game/ArtContent/Materials/M_SmallFoliage.M_SmallFoliage","0","132","22","1","37.098480","0","674"
"/Game/ArtContent/Materials/Pots/M_FancyPot.M_FancyPot","0","32","22","1","8.756192","0","92"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Leaf2White.M_Leaf2White","0","24","10","1","6.411116","0","59"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Leaf1White.M_Leaf1White","0","24","7","1","6.499083","0","87"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Sparkle3.M_Sparkle3","0","24","24","1","6.648418","0","35"
"/Game/Roles/Designer/Lewis/Effects/Materials/M_Dot.M_Dot","0","8","8","1","2.353988","0","8"
"/Game/Roles/Designer/Joe/mouse_yifu19.mouse_yifu19","0","12","12","1","4.117949","0","23"
"/Game/Roles/Designer/Clayton/lightflicker.lightflicker","0","19","19","1","2.969486","0","28"
"/Game/ArtContent/Materials/M_Testing.M_Testing","0","12","12","1","4.032183","0","17"
"/Game/ArtContent/Materials/M_Turret.M_Turret","0","12","12","1","4.185957","0","19"
"/Game/ArtContent/Materials/M_2DFlower.M_2DFlower","0","132","11","1","29.900620","0","1230"
"/Game/ArtContent/Materials/DO_NOT_EDIT_MASTERS.DO_NOT_EDIT_MASTERS","0","12","1","1","3.975190","0","40"
"/Game/ArtContent/CustomContetn/Materials/M_Terrain.M_Terrain","0","21","9","1","3.096726","0","54"
